genres,original_language,original_title,release_date,title,video,procced_genres,id_p
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",ja,L: change the WorLd,2008-01-31,L: Change the World,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 9648 'name ' 'mysteri ' } ],359
"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",en,Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,False,[ { 'id ' 10751 'name ' 'famili ' } { 'id ' 35 'name ' 'comedi ' } ],360
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",nl,New Kids Turbo,2010-12-09,New Kids Turbo,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } ],361
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,Scream 4,2011-04-11,Scream 4,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 9648 'name ' 'mysteri ' } ],362
"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Rio,2011-04-03,Rio,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],363
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,Thor,2011-04-21,Thor,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } ],364
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",en,Atlas Shrugged Part I,2011-04-14,Atlas Shrugged Part I,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 9648 'name ' 'mysteri ' } ],365
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,Fast Five,2011-04-20,Fast Five,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],366
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",en,Pirates of the Caribbean: On Stranger Tides,2011-05-14,Pirates of the Caribbean: On Stranger Tides,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 14 'name ' 'fantasi ' } ],367
"[{'id': 35, 'name': 'Comedy'}]",en,The Hangover Part II,2011-05-25,The Hangover Part II,False,[ { 'id ' 35 'name ' 'comedi ' } ],368
"[{'id': 99, 'name': 'Documentary'}]",en,Loose Change 9/11: An American Coup,2009-09-22,Loose Change 9/11: An American Coup,False,[ { 'id ' 99 'name ' 'documentari ' } ],369
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,Kung Fu Panda 2,2011-05-25,Kung Fu Panda 2,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } ],370
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",en,X-Men: First Class,2011-05-24,X-Men: First Class,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 12 'name ' 'adventur ' } ],371
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,Elektra Luxx,2010-03-14,Elektra Luxx,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 18 'name ' 'drama ' } ],372
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,Why Did I Get Married Too?,2010-04-02,Why Did I Get Married Too?,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10749 'name ' 'romanc ' } ],373
"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",en,Transformers: Dark of the Moon,2011-06-28,Transformers: Dark of the Moon,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 12 'name ' 'adventur ' } ],374
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,Horrible Bosses,2011-07-08,Horrible Bosses,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 80 'name ' 'crime ' } ],375
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",en,Cars 2,2011-06-11,Cars 2,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 35 'name ' 'comedi ' } ],376
"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",en,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,Harry Potter and the Deathly Hallows: Part 2,False,[ { 'id ' 10751 'name ' 'famili ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 12 'name ' 'adventur ' } ],377
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,Captain America: The First Avenger,2011-07-22,Captain America: The First Avenger,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 878 'name ' 'scienc fiction ' } ],378
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",en,The Smurfs,2011-07-29,The Smurfs,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 14 'name ' 'fantasi ' } ],379
"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",en,Alpha and Omega,2010-09-17,Alpha and Omega,False,[ { 'id ' 10751 'name ' 'famili ' } { 'id ' 16 'name ' 'anim ' } ],380
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,FRED: The Movie,2010-09-18,FRED: The Movie,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],381
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,Death Race 2,2010-11-12,Death Race 2,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 878 'name ' 'scienc fiction ' } ],382
"[{'id': 35, 'name': 'Comedy'}]",en,West Is West,2010-10-19,West Is West,False,[ { 'id ' 35 'name ' 'comedi ' } ],383
"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",en,Rise of the Planet of the Apes,2011-08-03,Rise of the Planet of the Apes,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 28 'name ' 'action ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 878 'name ' 'scienc fiction ' } ],384
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,Final Destination 5,2011-08-12,Final Destination 5,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 9648 'name ' 'mysteri ' } ],385
"[{'id': 35, 'name': 'Comedy'}]",en,A Very Harold & Kumar Christmas,2011-11-04,A Very Harold & Kumar Christmas,False,[ { 'id ' 35 'name ' 'comedi ' } ],386
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",en,Fright Night,2011-08-18,Fright Night,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 35 'name ' 'comedi ' } ],387
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",no,Fritt vilt,2006-10-13,Cold Prey,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 9648 'name ' 'mysteri ' } { 'id ' 53 'name ' 'thriller ' } ],388
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,Stake Land,2010-09-30,Stake Land,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 878 'name ' 'scienc fiction ' } ],389
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,Birdemic: Shock and Terror,2010-02-27,Birdemic: Shock and Terror,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 878 'name ' 'scienc fiction ' } ],390
"[{'id': 35, 'name': 'Comedy'}]",en,The Inbetweeners Movie,2011-08-19,The Inbetweeners Movie,False,[ { 'id ' 35 'name ' 'comedi ' } ],391
"[{'id': 99, 'name': 'Documentary'}]",en,"Fat, Sick & Nearly Dead",2010-04-16,"Fat, Sick & Nearly Dead",False,[ { 'id ' 99 'name ' 'documentari ' } ],392
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,The Avengers,2012-04-25,The Avengers,False,[ { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } ],393
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,The Thing,2011-10-12,The Thing,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 9648 'name ' 'mysteri ' } { 'id ' 53 'name ' 'thriller ' } ],394
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,Behind Enemy Lines II: Axis of Evil,2006-10-17,Behind Enemy Lines II: Axis of Evil,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 53 'name ' 'thriller ' } ],395
"[{'id': 27, 'name': 'Horror'}]",en,Paranormal Activity 3,2011-10-19,Paranormal Activity 3,False,[ { 'id ' 27 'name ' 'horror ' } ],396
"[{'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,Johnny English Reborn,2011-09-15,Johnny English Reborn,False,[ { 'id ' 80 'name ' 'crime ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 53 'name ' 'thriller ' } ],397
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",en,The Muppets,2011-11-22,The Muppets,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 10402 'name ' 'music ' } ],398
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",en,The Twilight Saga: Breaking Dawn - Part 1,2011-03-15,The Twilight Saga: Breaking Dawn - Part 1,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 10749 'name ' 'romanc ' } ],399
"[{'id': 10402, 'name': 'Music'}]",en,Another Cinderella Story,2008-09-16,Another Cinderella Story,False,[ { 'id ' 10402 'name ' 'music ' } ],400
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,Happy Feet Two,2011-11-17,Happy Feet Two,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } ],401
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,The Expendables 2,2012-08-08,The Expendables 2,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 53 'name ' 'thriller ' } ],402
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",en,The Hunger Games,2012-03-12,The Hunger Games,False,[ { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } ],403
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,The Dark Knight Rises,2012-07-16,The Dark Knight Rises,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 18 'name ' 'drama ' } { 'id ' 53 'name ' 'thriller ' } ],404
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,The Bourne Legacy,2012-08-08,The Bourne Legacy,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } ],405
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",en,Sherlock Holmes: A Game of Shadows,2011-11-22,Sherlock Holmes: A Game of Shadows,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 9648 'name ' 'mysteri ' } ],406
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",en,Mission: Impossible - Ghost Protocol,2011-12-07,Mission: Impossible - Ghost Protocol,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 12 'name ' 'adventur ' } ],407
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]",en,Alvin and the Chipmunks: Chipwrecked,2011-12-14,Alvin and the Chipmunks: Chipwrecked,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 10402 'name ' 'music ' } { 'id ' 16 'name ' 'anim ' } ],408
"[{'id': 28, 'name': 'Action'}]",en,Born To Race,2011-03-19,Born To Race,False,[ { 'id ' 28 'name ' 'action ' } ],409
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,Dolphin Tale,2011-09-23,Dolphin Tale,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 10751 'name ' 'famili ' } ],410
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,Cat Run,2011-04-01,Cat Run,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 53 'name ' 'thriller ' } ],411
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",en,Underworld: Awakening,2012-01-19,Underworld: Awakening,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 27 'name ' 'horror ' } ],412
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,Grave Encounters,2011-09-09,Grave Encounters,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 27 'name ' 'horror ' } ],413
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,The Woman in Black,2012-02-01,The Woman in Black,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } ],414
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,Journey 2: The Mysterious Island,2012-01-19,Journey 2: The Mysterious Island,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 28 'name ' 'action ' } { 'id ' 878 'name ' 'scienc fiction ' } ],415
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,Smokin' Aces 2: Assassins' Ball,2010-01-19,Smokin' Aces 2: Assassins' Ball,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 80 'name ' 'crime ' } { 'id ' 53 'name ' 'thriller ' } ],416
"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",en,Ghost Rider: Spirit of Vengeance,2011-12-10,Ghost Rider: Spirit of Vengeance,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 53 'name ' 'thriller ' } ],417
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,Mega Shark vs. Crocosaurus,2010-12-21,Mega Shark vs. Crocosaurus,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 878 'name ' 'scienc fiction ' } ],418
"[{'id': 35, 'name': 'Comedy'}]",en,Goon,2012-01-06,Goon,False,[ { 'id ' 35 'name ' 'comedi ' } ],419
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,21 Jump Street,2012-03-12,21 Jump Street,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 80 'name ' 'crime ' } ],420
"[{'id': 12, 'name': 'Adventure'}]",en,Wrath of the Titans,2012-03-27,Wrath of the Titans,False,[ { 'id ' 12 'name ' 'adventur ' } ],421
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,Iron Sky,2012-03-10,Iron Sky,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 878 'name ' 'scienc fiction ' } ],422
"[{'id': 35, 'name': 'Comedy'}]",en,American Reunion,2012-04-04,American Reunion,False,[ { 'id ' 35 'name ' 'comedi ' } ],423
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",id,Serbuan maut,2011-09-08,The Raid,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 80 'name ' 'crime ' } ],424
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,The Best Exotic Marigold Hotel,2011-11-28,The Best Exotic Marigold Hotel,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 35 'name ' 'comedi ' } ],425
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,Think Like a Man,2012-04-16,Think Like a Man,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10749 'name ' 'romanc ' } ],426
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,The Scorpion King: Rise of a Warrior,2008-07-19,The Scorpion King: Rise of a Warrior,False,[ { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } ],427
"[{'id': 99, 'name': 'Documentary'}]",en,Big Boys Gone Bananas!*,2011-11-19,Big Boys Gone Bananas!*,False,[ { 'id ' 99 'name ' 'documentari ' } ],428
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,Men in Black 3,2012-05-23,Men in Black 3,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 878 'name ' 'scienc fiction ' } ],429
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",en,Snow White and the Huntsman,2012-05-30,Snow White and the Huntsman,False,[ { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 18 'name ' 'drama ' } ],430
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",en,Prometheus,2012-05-30,Prometheus,False,[ { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 9648 'name ' 'mysteri ' } ],431
"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,Superman/Batman: Public Enemies,2009-09-29,Superman/Batman: Public Enemies,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } ],432
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",en,Ted,2012-06-29,Ted,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 14 'name ' 'fantasi ' } ],433
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,Magic Mike,2012-06-28,Magic Mike,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 35 'name ' 'comedi ' } ],434
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",en,The Amazing Spider-Man,2012-06-27,The Amazing Spider-Man,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 14 'name ' 'fantasi ' } ],435
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",en,Ice Age: Continental Drift,2012-06-26,Ice Age: Continental Drift,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 10751 'name ' 'famili ' } ],436
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,Skyfall,2012-10-25,Skyfall,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 12 'name ' 'adventur ' } { 'id ' 53 'name ' 'thriller ' } ],437
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",en,Piranha 3DD,2012-05-11,Piranha 3DD,False,[ { 'id ' 27 'name ' 'horror ' } { 'id ' 53 'name ' 'thriller ' } { 'id ' 35 'name ' 'comedi ' } ],438
"[{'id': 99, 'name': 'Documentary'}]",en,Paradise Lost 3: Purgatory,2011-10-10,Paradise Lost 3: Purgatory,False,[ { 'id ' 99 'name ' 'documentari ' } ],439
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,Pitch Perfect,2012-09-28,Pitch Perfect,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 10402 'name ' 'music ' } { 'id ' 10749 'name ' 'romanc ' } ],440
"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,Resident Evil: Retribution,2012-09-12,Resident Evil: Retribution,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 27 'name ' 'horror ' } { 'id ' 878 'name ' 'scienc fiction ' } ],441
"[{'id': 27, 'name': 'Horror'}]",en,ChromeSkull: Laid to Rest 2,2011-09-20,ChromeSkull: Laid to Rest 2,False,[ { 'id ' 27 'name ' 'horror ' } ],442
"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,V/H/S,2012-07-28,V/H/S,False,[ { 'id ' 53 'name ' 'thriller ' } { 'id ' 27 'name ' 'horror ' } ],443
"[{'id': 99, 'name': 'Documentary'}]",en,Urbanized,2011-09-09,Urbanized,False,[ { 'id ' 99 'name ' 'documentari ' } ],444
"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,Hotel Transylvania,2012-09-20,Hotel Transylvania,False,[ { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 10751 'name ' 'famili ' } { 'id ' 14 'name ' 'fantasi ' } ],445
"[{'id': 10752, 'name': 'War'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",ru,Мы из будущего,2008-01-01,We Are From The Future,False,[ { 'id ' 10752 'name ' 'war ' } { 'id ' 14 'name ' 'fantasi ' } { 'id ' 28 'name ' 'action ' } { 'id ' 18 'name ' 'drama ' } ],446
"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",en,Atlas Shrugged Part II,2012-10-12,Atlas Shrugged Part II,False,[ { 'id ' 18 'name ' 'drama ' } { 'id ' 878 'name ' 'scienc fiction ' } { 'id ' 9648 'name ' 'mysteri ' } ],447
"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,Hoodwinked Too! Hood VS. Evil,2011-04-29,Hoodwinked Too! Hood VS. Evil,False,[ { 'id ' 35 'name ' 'comedi ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 10751 'name ' 'famili ' } ],448
"[{'id': 27, 'name': 'Horror'}]",es,[REC]³ Génesis,2012-03-30,[REC]³ Genesis,False,[ { 'id ' 27 'name ' 'horror ' } ],449
"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",en,Wreck-It Ralph,2012-11-01,Wreck-It Ralph,False,[ { 'id ' 10751 'name ' 'famili ' } { 'id ' 16 'name ' 'anim ' } { 'id ' 35 'name ' 'comedi ' } { 'id ' 12 'name ' 'adventur ' } ],450
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",en,Bad Ass,2012-04-12,Bad Ass,False,[ { 'id ' 28 'name ' 'action ' } { 'id ' 18 'name ' 'drama ' } ],451
